,filename,game_type
374,users/squads/Madden NFL 19_20190219180803-frame1719-play.jpg,squads
375,users/squads/Madden NFL 19_2019021615351-frame1783-play.jpg,squads
376,users/squads/Madden NFL 19_20190219172700-frame1791-play.jpg,squads
377,users/squads/Madden NFL 19_2019022218275-frame1750-play.jpg,squads
378,users/squads/Madden NFL 19_20190223185521-frame1760-play.jpg,squads
379,users/squads/Madden NFL 19_20190215203756-frame1700-play.jpg,squads
380,users/squads/Madden NFL 19_20190216184258-frame1788-play.jpg,squads
381,users/squads/Madden NFL 19_20190308180230-frame1594-play.jpg,squads
382,users/squads/Madden NFL 19_20190219182611-frame804-play.jpg,squads
383,users/squads/Madden NFL 19_2019022318461-frame1609-play.jpg,squads
384,users/squads/Madden NFL 19_20190215222451-frame1775-play.jpg,squads
385,users/squads/Madden NFL 19_20190309204318-frame1785-play.jpg,squads
386,users/squads/Madden NFL 19_2019021819151-frame1603-play.jpg,squads
387,users/squads/Madden NFL 19_20190215203950-frame1784-play.jpg,squads
388,users/squads/Madden NFL 19_20190223185142-frame1770-play.jpg,squads
389,users/squads/Madden NFL 19_20190219162615-frame1778-play.jpg,squads
390,users/squads/Madden NFL 19_201903091457-frame1631-play.jpg,squads
391,users/squads/Madden NFL 19_20190219155102-frame1785-play.jpg,squads
392,users/squads/Madden NFL 19_20190215212540-frame1784-play.jpg,squads
393,users/squads/Madden NFL 19_20190219171800-frame1792-play.jpg,squads
394,users/squads/Madden NFL 19_20190219180407-frame1790-play.jpg,squads
395,users/squads/Madden NFL 19_20190308174345-frame1799-play.jpg,squads
396,users/squads/Madden NFL 19_2019022219132-frame1669-play.jpg,squads
397,users/squads/Madden NFL 19_20190216143438-frame1777-play.jpg,squads
398,users/squads/Madden NFL 19_2019030916550-frame1795-play.jpg,squads
399,users/squads/Madden NFL 19_20190302174456-frame1782-play.jpg,squads
